"ACARA SML ID","School Name","Suburb","State","Postcode","School Sector","School Type","ICSEA Percentile","CRICOS Status","CRICOS Registered","Jitter","Match Type","CRICOS Provider Code","CRICOS Institution","CRICOS Location"
"42445","Gum Flat Public School","Gum Flat","NSW","2360","Government","Primary","46","Not registered","0","0.0119","","","",""
"42446","Gunnedah Public School","Gunnedah","NSW","2380","Government","Primary","2","Not registered","0","0.0406","","","",""
"42447","Guyra Central School","Guyra","NSW","2365","Government","Combined","9","Not registered","0","0.0693","","","",""
"42448","Inverell Public School","Inverell","NSW","2360","Government","Primary","10","Not registered","0","0.098","","","",""
"42449","Jennings Public School","Jennings","NSW","4383","Government","Primary","3","Not registered","0","0.1267","","","",""
"42450","Kellys Plains Public School","Armidale","NSW","2350","Government","Primary","70","Not registered","0","0.1554","","","",""
"42451","Kentucky Public School","Kentucky","NSW","2354","Government","Primary","48","Not registered","0","0.1841","","","",""
"42452","Kingstown Public School","Kingstown","NSW","2358","Government","Primary","27","Not registered","0","0.2128","","","",""
"42453","Kootingal Public School","Kootingal","NSW","2352","Government","Primary","17","Not registered","0","0.2415","","","",""
"42454","Martins Gully Public School","Armidale","NSW","2350","Government","Primary","68","Not registered","0","0.2702","","","",""
"42455","Moonbi Public School","Moonbi","NSW","2353","Government","Primary","5","Not registered","0","0.2989","","","",""
"42456","Moree Public School","Moree","NSW","2400","Government","Primary","6","Not registered","0","0.3276","","","",""
"42457","Mullaley Public School","Mullaley","NSW","2379","Government","Primary","16","Not registered","0","0.3563","","","",""
"42458","Mungindi Central School","Mungindi","NSW","2406","Government","Combined","3","Not registered","0","-0.335","","","",""
"42459","Narrabri Public School","Narrabri","NSW","2390","Government","Primary","4","Not registered","0","-0.3062","","","",""
"42460","Narrabri West Public School","Narrabri","NSW","2390","Government","Primary","9","Not registered","0","-0.2775","","","",""
"42461","Nemingha Public School","Nemingha","NSW","2340","Government","Primary","45","Not registered","0","-0.2488","","","",""
"42462","Niangala Public School","Niangala","NSW","2354","Government","Primary","45","Not registered","0","-0.2201","","","",""
"42463","North Star Public School","North Star","NSW","2408","Government","Primary","35","Not registered","0","-0.1914","","","",""
"42465","Nundle Public School","Nundle","NSW","2340","Government","Primary","27","Not registered","0","-0.134","","","",""
"42466","Pallamallawa Public School","Pallamallawa","NSW","2399","Government","Primary","5","Not registered","0","-0.1053","","","",""
"42467","Pilliga Public School","Pilliga","NSW","2388","Government","Primary","2","Not registered","0","-0.0766","","","",""
"42468","Premer Public School","Premer","NSW","2381","Government","Primary","4","Not registered","0","-0.0479","","","",""
"42469","Red Range Public School","Red Range","NSW","2370","Government","Primary","5","Not registered","0","-0.0192","","","",""
"42470","Rocky River Public School","Uralla","NSW","2358","Government","Primary","30","Not registered","0","0.0095","","","",""
"42471","Ross Hill Public School","Inverell","NSW","2360","Government","Primary","7","Not registered","0","0.0382","","","",""
"42472","Somerton Public School","Somerton","NSW","2340","Government","Primary","10","Not registered","0","0.0669","","","",""
"42473","Spring Ridge Public School","Spring Ridge","NSW","2343","Government","Primary","49","Not registered","0","0.0956","","","",""
"42475","Tamworth Public School","Tamworth","NSW","2340","Government","Primary","46","Not registered","0","0.1531","","","",""
"42476","Tamworth West Public School","West Tamworth","NSW","2340","Government","Primary","13","Not registered","0","0.1818","","","",""
"42477","The Sir Henry Parkes Memorial Public School","Tenterfield","NSW","2372","Government","Primary","6","Not registered","0","0.2105","","","",""
"42478","Tingha Public School","Tingha","NSW","2369","Government","Primary","1","Not registered","0","0.2392","","","",""
"42479","Tintinhull Public School","Kootingal","NSW","2352","Government","Primary","35","Not registered","0","0.2679","","","",""
"42480","Toomelah Public School","Boggabilla","NSW","2409","Government","Primary","0","Not registered","0","0.2966","","","",""
"42481","Walcha Central School","Walcha","NSW","2354","Government","Combined","12","Not registered","0","0.3253","","","",""
"42482","Walhallow Public School","Caroona","NSW","2343","Government","Primary","1","Not registered","0","0.354","","","",""
"42483","Wallabadah Public School","Wallabadah","NSW","2343","Government","Primary","22","Not registered","0","-0.3373","","","",""
"42484","Warialda Public School","Warialda","NSW","2402","Government","Primary","17","Not registered","0","-0.3086","","","",""
"42485","Wee Waa Public School","Wee Waa","NSW","2388","Government","Primary","2","Not registered","0","-0.2799","","","",""
"42486","Werris Creek Public School","Werris Creek","NSW","2341","Government","Primary","4","Not registered","0","-0.2512","","","",""
"42487","Westdale Public School","Westdale","NSW","2340","Government","Primary","6","Not registered","0","-0.2225","","","",""
"42488","Willow Tree Public School","Willow Tree","NSW","2339","Government","Primary","38","Not registered","0","-0.1937","","","",""
"42489","Woolbrook Public School","Woolbrook","NSW","2354","Government","Primary","11","Not registered","0","-0.165","","","",""
"42490","Woolomin Public School","Woolomin","NSW","2340","Government","Primary","4","Not registered","0","-0.1363","","","",""
"42492","Yetman Public School","Yetman","NSW","2410","Government","Primary","56","Not registered","0","-0.0789","","","",""
"42493","Rowena Public School","Rowena","NSW","2387","Government","Primary","23","Not registered","0","-0.0502","","","",""
"42494","Oxley Vale Public School","Tamworth","NSW","2340","Government","Primary","6","Not registered","0","-0.0215","","","",""
"42495","Croppa Creek Public School","Croppa Creek","NSW","2411","Government","Primary","37","Not registered","0","0.0072","","","",""
"42496","Uralla Central School","Uralla","NSW","2358","Government","Combined","11","Not registered","0","0.0359","","","",""
"42497","Tamworth South Public School","Tamworth","NSW","2340","Government","Primary","4","Not registered","0","0.0646","","","",""
"42498","Quirindi Public School","Quirindi","NSW","2343","Government","Primary","11","Not registered","0","0.0933","","","",""
"42499","Gunnedah South Public School","Gunnedah","NSW","2380","Government","Primary","11","Not registered","0","0.122","","","",""
"42501","Moree East Public School","Moree","NSW","2400","Government","Primary","1","Not registered","0","0.1794","","","",""
"42503","Bullarah Public School","Bullarah","NSW","2400","Government","Primary","8","Not registered","0","0.2369","","","",""
"42504","Mallawa Public School","Moree","NSW","2400","Government","Primary","7","Not registered","0","0.2656","","","",""
"42505","Hillvue Public School","Tamworth","NSW","2340","Government","Primary","2","Not registered","0","0.2943","","","",""
"42506","Newling Public School","Armidale","NSW","2350","Government","Primary","3","Not registered","0","0.323","","","",""
"42507","Wytaliba Public School","Glen Innes","NSW","2370","Government","Primary","16","Not registered","0","0.3517","","","",""
"42508","Bullimbal School","South Tamworth","NSW","2340","Government","Special","6","Not registered","0","-0.3396","","","",""
"42509","Parry School","West Tamworth","NSW","2340","Government","Special","2","Not registered","0","-0.3109","","","",""
"42510","G S Kidd Memorial School","Gunnedah","NSW","2380","Government","Special","8","Not registered","0","-0.2822","","","",""
"42511","Sandon Public School","Armidale","NSW","2350","Government","Primary","16","Not registered","0","-0.2535","","","",""
"42513","Manilla Central School","Manilla","NSW","2346","Government","Combined","5","Not registered","0","-0.1961","","","",""
"42515","Farrer Memorial Agricultural High School","Calala","NSW","2340","Government","Secondary","58","Not registered","0","-0.1387","","","",""
"42516","Glen Innes High School","Glen Innes","NSW","2370","Government","Secondary","17","Not registered","0","-0.11","","","",""
"42517","Inverell High School","Inverell","NSW","2360","Government","Secondary","9","Not registered","0","-0.0813","","","",""
"42518","Tamworth High School","South Tamworth","NSW","2340","Government","Secondary","6","Not registered","0","-0.0525","","","",""
"42519","Narrabri High School","Narrabri","NSW","2390","Government","Secondary","6","Not registered","0","-0.0238","","","",""
"42520","Quirindi High School","Quirindi","NSW","2343","Government","Secondary","9","Not registered","0","0.0049","","","",""
"42521","Gunnedah High School","Gunnedah","NSW","2380","Government","Secondary","3","Not registered","0","0.0336","","","",""
"42522","Wee Waa High School","Wee Waa","NSW","2388","Government","Secondary","5","Not registered","0","0.0623","","","",""
"42523","Tenterfield High School","Tenterfield","NSW","2372","Government","Secondary","14","Not registered","0","0.091","","","",""
"42524","Oxley High School","North Tamworth","NSW","2340","Government","Secondary","20","Not registered","0","0.1197","","","",""
"42526","Macintyre High School","Inverell","NSW","2360","Government","Secondary","15","Not registered","0","0.1771","","","",""
"42528","Warialda High School","Warialda","NSW","2402","Government","Secondary","11","Not registered","0","0.2345","","","",""
"42529","Peel High School","Tamworth","NSW","2340","Government","Secondary","4","Not registered","0","0.2632","","","",""
"42530","Adelong Public School","Adelong","NSW","2729","Government","Primary","18","Not registered","0","0.2919","","","",""
"42531","Albury Public School","Albury","NSW","2640","Government","Primary","68","Not registered","0","0.3206","","","",""
"42532","Albury West Public School","Albury","NSW","2640","Government","Primary","15","Not registered","0","0.3493","","","",""
"42533","Ardlethan Central School","Ardlethan","NSW","2665","Government","Combined","6","Not registered","0","-0.3419","","","",""
"42534","Ariah Park Central School","Ariah Park","NSW","2665","Government","Combined","23","Not registered","0","-0.3132","","","",""
"42535","Balranald Central School","Balranald","NSW","2715","Government","Combined","7","Not registered","0","-0.2845","","","",""
"42536","Barellan Central School","Barellan","NSW","2665","Government","Combined","10","Not registered","0","-0.2558","","","",""
"42537","Barham Public School","Barham","NSW","2732","Government","Primary","38","Not registered","0","-0.2271","","","",""
"42538","Barmedman Public School","Barmedman","NSW","2668","Government","Primary","2","Not registered","0","-0.1984","","","",""
"42539","Barooga Public School","Barooga","NSW","3644","Government","Primary","29","Not registered","0","-0.1697","","","",""
"42540","Batlow Central School","Batlow","NSW","2730","Government","Combined","12","Not registered","0","-0.141","","","",""
"42542","Beelbangera Public School","Beelbangera","NSW","2680","Government","Primary","39","Not registered","0","-0.0836","","","",""
"42543","Berrigan Public School","Berrigan","NSW","2712","Government","Primary","39","Not registered","0","-0.0549","","","",""
"42545","Binalong Public School","Binalong","NSW","2584","Government","Primary","49","Not registered","0","0.0025","","","",""
"42546","Binya Public School","Binya","NSW","2665","Government","Primary","51","Not registered","0","0.0312","","","",""
"42547","Blighty Public School","Blighty","NSW","2713","Government","Primary","52","Not registered","0","0.06","","","",""
"42548","Bongongo Public School","Adjungbilly","NSW","2727","Government","Primary","73","Not registered","0","0.0887","","","",""
"42550","Boree Creek Public School","Boree Creek","NSW","2652","Government","Primary","17","Not registered","0","0.1461","","","",""
"42551","Bribbaree Public School","Bribbaree","NSW","2594","Government","Primary","11","Not registered","0","0.1748","","","",""
"42552","Brocklesby Public School","Brocklesby","NSW","2642","Government","Primary","33","Not registered","0","0.2035","","","",""
"42553","Brungle Public School","Brungle","NSW","2722","Government","Primary","0","Not registered","0","0.2322","","","",""
"42554","Bunnaloo Public School","Bunnaloo","NSW","2731","Government","Primary","42","Not registered","0","0.2609","","","",""
"42555","Burrumbuttock Public School","Burrumbuttock","NSW","2642","Government","Primary","31","Not registered","0","0.2896","","","",""
"42556","Uranquinty Public School","Uranquinty","NSW","2652","Government","Primary","21","Not registered","0","0.3183","","","",""
"42559","Conargo Public School","Conargo","NSW","2710","Government","Primary","7","Not registered","0","-0.3156","","","",""
"42560","Coolamon Central School","Coolamon","NSW","2701","Government","Combined","35","Not registered","0","-0.2869","","","",""
"42561","Cootamundra Public School","Cootamundra","NSW","2590","Government","Primary","22","Not registered","0","-0.2582","","","",""
"42562","Corowa Public School","Corowa","NSW","2646","Government","Primary","28","Not registered","0","-0.2294","","","",""
"42563","Corowa South Public School","Corowa","NSW","2646","Government","Primary","23","Not registered","0","-0.2007","","","",""
"42564","Culcairn Public School","Culcairn","NSW","2660","Government","Primary","33","Not registered","0","-0.172","","","",""
"42565","Darlington Point Public School","Darlington Point","NSW","2706","Government","Primary","6","Not registered","0","-0.1433","","","",""
"42566","Euabalong West Public School","Euabalong West","NSW","2877","Government","Primary","2","Not registered","0","-0.1146","","","",""
"42567","Eurongilly Public School","Eurongilly","NSW","2663","Government","Primary","54","Not registered","0","-0.0859","","","",""
"42568","Forest Hill Public School","Forest Hill","NSW","2651","Government","Primary","21","Not registered","0","-0.0572","","","",""
"42569","Ganmain Public School","Ganmain","NSW","2702","Government","Primary","14","Not registered","0","-0.0285","","","",""
"42570","Gerogery Public School","Gerogery","NSW","2642","Government","Primary","22","Not registered","0","0.0002","","","",""
"42571","Goolgowi Public School","Goolgowi","NSW","2652","Government","Primary","19","Not registered","0","0.0289","","","",""
"42572","Greenethorpe Public School","Greenethorpe","NSW","2809","Government","Primary","9","Not registered","0","0.0576","","","",""
"42573","Griffith Public School","Griffith","NSW","2680","Government","Primary","8","Not registered","0","0.0863","","","",""
"42575","Gundagai Public School","Gundagai","NSW","2722","Government","Primary","23","Not registered","0","0.1437","","","",""
"42576","Gundagai South Public School","South Gundagai","NSW","2722","Government","Primary","14","Not registered","0","0.1724","","","",""
"42577","Hanwood Public School","Hanwood","NSW","2680","Government","Primary","38","Not registered","0","0.2012","","","",""
"42578","Hay Public School","Hay","NSW","2711","Government","Primary","19","Not registered","0","0.2299","","","",""
"42579","Henty Public School","Henty","NSW","2658","Government","Primary","29","Not registered","0","0.2586","","","",""
"42580","Hillston Central School","Hillston","NSW","2675","Government","Combined","13","Not registered","0","0.2873","","","",""
"42581","Holbrook Public School","Holbrook","NSW","2644","Government","Primary","48","Not registered","0","0.316","","","",""
"42582","Howlong Public School","Howlong","NSW","2643","Government","Primary","38","Not registered","0","0.3447","","","",""
"42583","Humula Public School","Humula","NSW","2652","Government","Primary","49","Not registered","0","-0.3466","","","",""
"42584","Illabo Public School","Illabo","NSW","2590","Government","Primary","45","Not registered","0","-0.3179","","","",""
"42585","Jerilderie Public School","Jerilderie","NSW","2716","Government","Primary","27","Not registered","0","-0.2892","","","",""
"42586","Jindera Public School","Jindera","NSW","2642","Government","Primary","33","Not registered","0","-0.2605","","","",""
"42587","Junee Public School","Junee","NSW","2663","Government","Primary","12","Not registered","0","-0.2318","","","",""
"42588","Junee North Public School","Junee","NSW","2663","Government","Primary","14","Not registered","0","-0.2031","","","",""
"42589","Ladysmith Public School","Ladysmith","NSW","2652","Government","Primary","41","Not registered","0","-0.1744","","","",""
"42590","Lake Albert Public School","Lake Albert","NSW","2650","Government","Primary","30","Not registered","0","-0.1457","","","",""
"42591","Lake Cargelligo Central School","Lake Cargelligo","NSW","2672","Government","Combined","5","Not registered","0","-0.117","","","",""
"42592","Lake Wyangan Public School","Lake Wyangan","NSW","2680","Government","Primary","17","Not registered","0","-0.0882","","","",""
"42593","Lavington Public School","Lavington","NSW","2641","Government","Primary","23","Not registered","0","-0.0595","","","",""
"42594","Leeton Public School","Leeton","NSW","2705","Government","Primary","36","Not registered","0","-0.0308","","","",""
"42595","Lockhart Central School","Lockhart","NSW","2656","Government","Combined","7","Not registered","0","-0.0021","","","",""
"42596","Lowesdale Public School","Lowesdale","NSW","2646","Government","Primary","51","Not registered","0","0.0266","","","",""
"42597","Maimuru Public School","Maimuru","NSW","2594","Government","Primary","32","Not registered","0","0.0553","","","",""
"42599","Marrar Public School","Marrar","NSW","2652","Government","Primary","50","Not registered","0","0.1127","","","",""
"42600","Mathoura Public School","Mathoura","NSW","2710","Government","Primary","22","Not registered","0","0.1414","","","",""
"42601","Matong Public School","Matong","NSW","2652","Government","Primary","29","Not registered","0","0.1701","","","",""
"42602","Mayrung Public School","Deniliquin","NSW","2710","Government","Primary","7","Not registered","0","0.1988","","","",""
"42604","Moama Public School","Moama","NSW","2731","Government","Primary","9","Not registered","0","0.2562","","","",""
"42605","Monteagle Public School","Monteagle","NSW","2594","Government","Primary","33","Not registered","0","0.2849","","","",""
"42606","Moulamein Public School","Moulamein","NSW","2733","Government","Primary","31","Not registered","0","0.3137","","","",""
"42608","Mulwala Public School","Mulwala","NSW","2647","Government","Primary","32","Not registered","0","-0.3489","","","",""
"42610","Murringo Public School","Murringo","NSW","2586","Government","Primary","21","Not registered","0","-0.2915","","","",""
"42611","Murrumburrah Public School","Murrumburrah","NSW","2587","Government","Primary","29","Not registered","0","-0.2628","","","",""
"42612","Nangus Public School","Nangus","NSW","2722","Government","Primary","19","Not registered","0","-0.2341","","","",""
"42613","Naradhan Public School","Naradhan","NSW","2669","Government","Primary","16","Not registered","0","-0.2054","","","",""
"42614","Narrandera Public School","Narrandera","NSW","2700","Government","Primary","5","Not registered","0","-0.1767","","","",""
"42615","Oaklands Central School","Oaklands","NSW","2646","Government","Combined","30","Not registered","0","-0.148","","","",""
"42616","Pleasant Hills Public School","Pleasant Hills","NSW","2658","Government","Primary","15","Not registered","0","-0.1193","","","",""
"42617","Rand Public School","Rand","NSW","2642","Government","Primary","37","Not registered","0","-0.0906","","","",""
"42618","Rankins Springs Public School","Rankins Springs","NSW","2669","Government","Primary","42","Not registered","0","-0.0619","","","",""
"42619","The Rock Central School","The Rock","NSW","2655","Government","Combined","26","Not registered","0","-0.0332","","","",""
"42620","Rosewood Public School","Rosewood","NSW","2652","Government","Primary","2","Not registered","0","-0.0045","","","",""
"42622","Stockinbingal Public School","Stockinbingal","NSW","2725","Government","Primary","18","Not registered","0","0.053","","","",""
"42623","Tallimba Public School","Tallimba","NSW","2669","Government","Primary","26","Not registered","0","0.0817","","","",""
"42624","Tarcutta Public School","Tarcutta","NSW","2652","Government","Primary","7","Not registered","0","0.1104","","","",""
"42625","Temora Public School","Temora","NSW","2666","Government","Primary","33","Not registered","0","0.1391","","","",""
"42626","Tharbogang Public School","Tharbogang","NSW","2680","Government","Primary","5","Not registered","0","0.1678","","","",""
"42627","Thurgoona Public School","Thurgoona","NSW","2640","Government","Primary","42","Not registered","0","0.1965","","","",""
"42628","Tocumwal Public School","Tocumwal","NSW","2714","Government","Primary","48","Not registered","0","0.2252","","","",""
"42629","Tooleybuc Central School","Tooleybuc","NSW","2736","Government","Combined","11","Not registered","0","0.2539","","","",""
"42630","Tullibigeal Central School","Tullibigeal","NSW","2669","Government","Combined","28","Not registered","0","0.2826","","","",""
"42631","Tumbarumba Public School","Tumbarumba","NSW","2653","Government","Primary","18","Not registered","0","0.3113","","","",""
"42632","Tumut Public School","Tumut","NSW","2720","Government","Primary","36","Not registered","0","0.34","","","",""
"42633","Ungarie Central School","Ungarie","NSW","2669","Government","Combined","14","Not registered","0","-0.3513","","","",""
"42634","Urana Public School","Urana","NSW","2645","Government","Primary","3","Not registered","0","-0.3226","","","",""
"42635","Wagga Wagga Public School","Wagga Wagga","NSW","2650","Government","Primary","51","Not registered","0","-0.2939","","","",""
"42636","North Wagga Public School","Wagga Wagga","NSW","2650","Government","Primary","46","Not registered","0","-0.2651","","","",""
"42637","South Wagga Public School","Wagga Wagga","NSW","2650","Government","Primary","59","Not registered","0","-0.2364","","","",""
"42638","Wakool Burraboi Public School","Wakool","NSW","2710","Government","Primary","5","Not registered","0","-0.2077","","","",""
"42639","Walbundrie Public School","Walla Walla","NSW","2642","Government","Primary","35","Not registered","0","-0.179","","","",""
"42640","Walla Walla Public School","Walla Walla","NSW","2659","Government","Primary","30","Not registered","0","-0.1503","","","",""
"42642","Wamoon Public School","Leeton","NSW","2705","Government","Primary","4","Not registered","0","-0.0929","","","",""
"42643","Weethalle Public School","Weethalle","NSW","2669","Government","Primary","11","Not registered","0","-0.0642","","","",""
"42644","Whitton-Murrami Public School","Whitton","NSW","2705","Government","Primary","3","Not registered","0","-0.0355","","","",""
"42645","Wombat Public School","Wombat","NSW","2587","Government","Primary","10","Not registered","0","-0.0068","","","",""
"42646","Wyalong Public School","Wyalong","NSW","2671","Government","Primary","15","Not registered","0","0.0219","","","",""
"42647","West Wyalong Public School","West Wyalong","NSW","2671","Government","Primary","26","Not registered","0","0.0506","","","",""
"42648","Table Top Public School","Table Top","NSW","2640","Government","Primary","60","Not registered","0","0.0793","","","",""
"42649","Yanco Public School","Yanco","NSW","2703","Government","Primary","6","Not registered","0","0.108","","","",""
"42650","Yenda Public School","Yenda","NSW","2681","Government","Primary","19","Not registered","0","0.1368","","","",""
"42651","Yerong Creek Public School","Yerong Creek","NSW","2642","Government","Primary","23","Not registered","0","0.1655","","","",""
"42652","Yoogali Public School","Yoogali","NSW","2680","Government","Primary","18","Not registered","0","0.1942","","","",""
"42653","Young Public School","Young","NSW","2594","Government","Primary","33","Not registered","0","0.2229","","","",""
"42654","Albury North Public School","Albury","NSW","2640","Government","Primary","9","Not registered","0","0.2516","","","",""
"42655","Kapooka Public School","Kapooka","NSW","2661","Government","Primary","48","Not registered","0","0.2803","","","",""
"42656","Finley Public School","Finley","NSW","2713","Government","Primary","28","Not registered","0","0.309","","","",""
"42657","Griffith North Public School","Griffith","NSW","2680","Government","Primary","29","Not registered","0","0.3377","","","",""
"42659","Deniliquin South Public School","Deniliquin","NSW","2710","Government","Primary","25","Not registered","0","-0.3249","","","",""
"42660","Young North Public School","Young","NSW","2594","Government","Primary","14","Not registered","0","-0.2962","","","",""
"42661","Turvey Park Public School","Wagga Wagga","NSW","2650","Government","Primary","23","Not registered","0","-0.2675","","","",""
"42662","Lavington East Public School","Lavington","NSW","2641","Government","Primary","16","Not registered","0","-0.2388","","","",""
"42663","Kooringal Public School","Wagga Wagga","NSW","2650","Government","Primary","19","Not registered","0","-0.2101","","","",""
"42664","Temora West Public School","Temora","NSW","2666","Government","Primary","21","Not registered","0","-0.1814","","","",""
"42665","Mount Austin Public School","Mount Austin","NSW","2650","Government","Primary","4","Not registered","0","-0.1526","","","",""
"42666","Griffith East Public School","Griffith","NSW","2680","Government","Primary","32","Not registered","0","-0.1239","","","",""
"42667","Khancoban Public School","Khancoban","NSW","2642","Government","Primary","24","Not registered","0","-0.0952","","","",""
"42668","Deniliquin North Public School","Deniliquin","NSW","2710","Government","Primary","43","Not registered","0","-0.0665","","","",""
"42669","Coleambally Central School","Coleambally","NSW","2707","Government","Combined","18","Not registered","0","-0.0378","","","",""
"42671","Ashmont Public School","Wagga Wagga","NSW","2650","Government","Primary","2","Not registered","0","0.0196","","","",""
"42672","E A Southee Public School","Cootamundra","NSW","2590","Government","Primary","4","Not registered","0","0.0483","","","",""
"42673","Hume Public School","Lavington","NSW","2641","Government","Primary","4","Not registered","0","0.077","","","",""
"42674","Red Hill Public School","Wagga Wagga","NSW","2650","Government","Primary","4","Not registered","0","0.1057","","","",""
"42675","Parkview Public School","Leeton","NSW","2705","Government","Primary","11","Not registered","0","0.1344","","","",""
"42676","Edward Public School","Deniliquin","NSW","2710","Government","Primary","7","Not registered","0","0.1631","","","",""
"42677","Franklin Public School","Tumut","NSW","2720","Government","Primary","11","Not registered","0","0.1918","","","",""
"42678","Sturt Public School","Wagga Wagga","NSW","2650","Government","Primary","31","Not registered","0","0.2205","","","",""
"42679","Glenroy Public School","North Albury","NSW","2640","Government","Primary","10","Not registered","0","0.2492","","","",""
"42680","Springdale Heights Public School","Lavington","NSW","2641","Government","Primary","17","Not registered","0","0.278","","","",""
"42681","Clare Public School","Clare","NSW","2715","Government","Primary","51","Not registered","0","0.3067","","","",""
"42682","Willans Hill School","Wagga Wagga","NSW","2650","Government","Special","18","Not registered","0","0.3354","","","",""
"42683","Wewak Street School","North Albury","NSW","2640","Government","Special","18","Not registered","0","-0.3559","","","",""
"42684","Snowy Valleys School","Tumut","NSW","2720","Government","Special","6","Not registered","0","-0.3272","","","",""
"42685","Kalinda School","Griffith","NSW","2680","Government","Special","4","Not registered","0","-0.2985","","","",""
"42686","Gralee School","Leeton","NSW","2705","Government","Special","7","Not registered","0","-0.2698","","","",""
"42687","Kandeer School","North Albury","NSW","2640","Government","Special","3","Not registered","0","-0.2411","","","",""
"42688","The Bidgee School","Wagga Wagga","NSW","2650","Government","Special","10","Not registered","0","-0.2124","","","",""
"42689","Albury High School","Albury","NSW","2640","Government","Secondary","54","Not registered","0","-0.1837","","","",""
"42690","Griffith High School","Griffith","NSW","2680","Government","Secondary","10","Not registered","0","-0.155","","","",""
"42691","Hay War Memorial High School","Hay","NSW","2711","Government","Secondary","14","Not registered","0","-0.1263","","","",""
"42692","Wagga Wagga High School","Wagga Wagga","NSW","2650","Government","Secondary","29","Not registered","0","-0.0976","","","",""
"42693","Yanco Agricultural High School","Yanco","NSW","2703","Government","Secondary","51","Not registered","0","-0.0689","","","",""
"42694","Young High School","Young","NSW","2594","Government","Secondary","15","Not registered","0","-0.0402","","","",""
"42695","Leeton High School","Leeton","NSW","2705","Government","Secondary","12","Not registered","0","-0.0114","","","",""
"42696","Narrandera High School","Narrandera","NSW","2700","Government","Secondary","9","Not registered","0","0.0173","","","",""
"42697","Temora High School","Temora","NSW","2666","Government","Secondary","31","Not registered","0","0.046","","","",""
"42698","Junee High School","Junee","NSW","2663","Government","Secondary","16","Not registered","0","0.0747","","","",""
"42699","Cootamundra High School","Cootamundra","NSW","2590","Government","Secondary","11","Not registered","0","0.1034","","","",""
"42700","Deniliquin High School","Deniliquin","NSW","2710","Government","Secondary","24","Not registered","0","0.1321","","","",""
"42701","James Fallon High School","North Albury","NSW","2640","Government","Secondary","12","Not registered","0","0.1608","","","",""
"42702","Corowa High School","Corowa","NSW","2646","Government","Secondary","36","Not registered","0","0.1895","","","",""
"42703","Murrumburrah High School","Harden","NSW","2587","Government","Secondary","14","Not registered","0","0.2182","","","",""
"42704","Tumut High School","Tumut","NSW","2720","Government","Secondary","15","Not registered","0","0.2469","","","",""
"42705","Finley High School","Finley","NSW","2713","Government","Secondary","31","Not registered","0","0.2756","","","",""
"42706","West Wyalong High School","West Wyalong","NSW","2671","Government","Secondary","17","Not registered","0","0.3043","","","",""
"42707","Mount Austin High School","Wagga Wagga","NSW","2650","Government","Secondary","3","Not registered","0","0.333","","","",""
"42708","Gundagai High School","Gundagai","NSW","2722","Government","Secondary","16","Not registered","0","-0.3583","","","",""
"42709","Tumbarumba High School","Tumbarumba","NSW","2653","Government","Secondary","13","Not registered","0","-0.3295","","","",""
"42710","Barham High School","Barham","NSW","2732","Government","Secondary","25","Not registered","0","-0.3008","","","",""
"42711","Wade High School","Griffith","NSW","2680","Government","Secondary","14","Not registered","0","-0.2721","","","",""
"42712","Kooringal High School","Kooringal","NSW","2650","Government","Secondary","28","Not registered","0","-0.2434","","","",""
"42713","Billabong High School","Culcairn","NSW","2660","Government","Secondary","23","Not registered","0","-0.2147","","","",""
"42714","Murray High School","Lavington","NSW","2641","Government","Secondary","19","Not registered","0","-0.186","","","",""
"42715","Adaminaby Public School","Adaminaby","NSW","2629","Government","Primary","12","Not registered","0","-0.1573","","","",""
"42716","Albion Park Public School","Albion Park","NSW","2527","Government","Primary","34","Not registered","0","-0.1286","","","",""
"42718","Austinmer Public School","Austinmer","NSW","2515","Government","Primary","92","Not registered","0","-0.0712","","","",""
"42720","Colo Vale Public School","Colo Vale","NSW","2575","Government","Primary","26","Not registered","0","-0.0138","","","",""
"42721","Balgownie Public School","Balgownie","NSW","2519","Government","Primary","77","Not registered","0","0.0149","","","",""
"42722","Batemans Bay Public School","Surfside","NSW","2536","Government","Primary","10","Not registered","0","0.0436","","","",""
"42723","Bega Valley Public School","Bega","NSW","2550","Government","Primary","14","Not registered","0","0.0723","","","",""
"42724","Bemboka Public School","Bemboka","NSW","2550","Government","Primary","17","Not registered","0","0.1011","","","",""
"42725","Berkeley Public School","Berkeley","NSW","2506","Government","Primary","17","Not registered","0","0.1298","","","",""
"42726","Bermagui Public School","Bermagui","NSW","2546","Government","Primary","22","Not registered","0","0.1585","","","",""
"42727","Berridale Public School","Berridale","NSW","2628","Government","Primary","39","Not registered","0","0.1872","","","",""
"42728","Berrima Public School","Berrima","NSW","2577","Government","Primary","59","Not registered","0","0.2159","","","",""
"42729","Berry Public School","Berry","NSW","2535","Government","Primary","74","Not registered","0","0.2446","","","",""
"42731","Bigga Public School","Bigga","NSW","2583","Government","Primary","41","Not registered","0","0.302","","","",""
"42732","Binda Public School","Binda","NSW","2583","Government","Primary","3","Not registered","0","0.3307","","","",""
"42733","Bodalla Public School","Bodalla","NSW","2545","Government","Primary","9","Not registered","0","0.3594","","","",""
"42734","Bomaderry Public School","Bomaderry","NSW","2541","Government","Primary","13","Not registered","0","-0.3319","","","",""
"42735","Bombala Public School","Bombala","NSW","2632","Government","Primary","10","Not registered","0","-0.3032","","","",""
