"ACARA SML ID","School Name","Suburb","State","Postcode","School Sector","School Type","ICSEA Percentile","CRICOS Status","CRICOS Registered","Jitter","Match Type","CRICOS Provider Code","CRICOS Institution","CRICOS Location"
"40000","Corpus Christi Catholic School","Bellerive","TAS","7018","Catholic","Primary","72","Not registered","0","-0.3362","","","",""
"40001","Fahan School","Sandy Bay","TAS","7005","Independent","Combined","96","Not registered","0","-0.3075","","","",""
"40002","Geneva Christian College","Latrobe","TAS","7307","Independent","Combined","52","Not registered","0","-0.2788","","","",""
"40003","Holy Rosary Catholic School","Claremont","TAS","7011","Catholic","Primary","36","Not registered","0","-0.2501","","","",""
"40004","Immaculate Heart of Mary Catholic School","Lenah Valley","TAS","7008","Catholic","Primary","61","Not registered","0","-0.2214","","","",""
"40005","John Calvin School","Launceston","TAS","7250","Independent","Combined","69","Not registered","0","-0.1927","","","",""
"40006","Larmenier Catholic School","St Leonards","TAS","7250","Catholic","Primary","49","Not registered","0","-0.164","","","",""
"40007","Launceston Church Grammar School","Mowbray","TAS","7248","Independent","Combined","82","CRICOS registered","1","-0.1353","Location name, state and postcode","00650K","LAUNCESTON CHURCH GRAMMAR SCHOOL","Launceston Church Grammar School"
"40008","St James Catholic College","Cygnet","TAS","7112","Catholic","Combined","9","Not registered","0","-0.1066","","","",""
"40009","Our Lady of Lourdes Catholic School","Devonport","TAS","7310","Catholic","Primary","53","Not registered","0","-0.0779","","","",""
"40010","Our Lady of Mercy Catholic School","Deloraine","TAS","7304","Catholic","Primary","41","Not registered","0","-0.0492","","","",""
"40011","Sacred Heart Catholic School","Ulverstone","TAS","7315","Catholic","Primary","48","Not registered","0","-0.0205","","","",""
"40012","Sacred Heart Catholic School","Geeveston","TAS","7116","Catholic","Primary","26","Not registered","0","0.0082","","","",""
"40014","St Anthony's Catholic School","Riverside","TAS","7250","Catholic","Primary","58","Not registered","0","0.0657","","","",""
"40015","St Peter Chanel Catholic School","Smithton","TAS","7330","Catholic","Primary","9","Not registered","0","0.0944","","","",""
"40016","St Brigid's Catholic School","New Norfolk","TAS","7140","Catholic","Primary","33","Not registered","0","0.1231","","","",""
"40017","St Brigid's Catholic School","Wynyard","TAS","7325","Catholic","Primary","39","Not registered","0","0.1518","","","",""
"40018","St Cuthbert's Catholic School","Lindisfarne","TAS","7015","Catholic","Primary","62","Not registered","0","0.1805","","","",""
"40019","St John's Catholic School","Richmond","TAS","7025","Catholic","Primary","52","Not registered","0","0.2092","","","",""
"40020","St Joseph's Catholic School","Rosebery","TAS","7470","Catholic","Primary","33","Not registered","0","0.2379","","","",""
"40021","St Joseph's Catholic School","Queenstown","TAS","7467","Catholic","Primary","11","Not registered","0","0.2666","","","",""
"40022","St Mary's College","Hobart","TAS","7000","Catholic","Combined","75","Not registered","0","0.2953","","","",""
"40023","St Patrick's Catholic School","Latrobe","TAS","7307","Catholic","Primary","35","Not registered","0","0.324","","","",""
"40024","St Therese's Catholic School","Moonah","TAS","7009","Catholic","Primary","62","Not registered","0","0.3527","","","",""
"40025","Hilliard Christian School","West Moonah","TAS","7009","Independent","Combined","52","Not registered","0","-0.3386","","","",""
"40026","Star of the Sea Catholic College","George Town","TAS","7253","Catholic","Combined","21","Not registered","0","-0.3099","","","",""
"40027","Stella Maris Catholic School","Burnie","TAS","7320","Catholic","Primary","57","Not registered","0","-0.2812","","","",""
"40028","The Friends' School","North Hobart","TAS","7000","Independent","Combined","95","CRICOS registered","1","-0.2525","Location name, state and postcode","00477G","The Friends' School Incorporated","The Friends' School"
"40029","The Hutchins School","Sandy Bay","TAS","7005","Independent","Combined","93","CRICOS registered","1","-0.2237","Location name, state and postcode","00478F","HUTCHINS SCHOOL BOARD OF MANAGEMENT","The Hutchins School"
"40030","The Cottage School","Bellerive","TAS","7018","Independent","Primary","87","Not registered","0","-0.195","","","",""
"40031","Launceston Christian School","Riverside","TAS","7250","Independent","Combined","75","Not registered","0","-0.1663","","","",""
"40032","Leighland Christian School","Ulverstone","TAS","7315","Independent","Combined","52","Not registered","0","-0.1376","","","",""
"40033","North West Christian School","Penguin","TAS","7316","Independent","Combined","40","Not registered","0","-0.1089","","","",""
"40035","St Michael's Collegiate School","Hobart","TAS","7000","Independent","Combined","90","CRICOS registered","1","-0.0515","Institution name, state and postcode","00482K","ST MICHAEL'S COLLEGIATE SCHOOL","The Christ College Trust"
"40036","Scotch Oakburn College","Newstead","TAS","7250","Independent","Combined","89","CRICOS registered","1","-0.0228","Location name, state and postcode","00480A","SCOTCH OAKBURN COLLEGE","Scotch Oakburn College"
"40037","John Paul II Catholic School","Clarendon Vale","TAS","7019","Catholic","Primary","33","Not registered","0","0.0059","","","",""
"40038","The Launceston Preparatory School","Launceston","TAS","7250","Independent","Primary","94","Not registered","0","0.0346","","","",""
"40039","Eastside Lutheran College","Warrane","TAS","7018","Independent","Combined","48","Not registered","0","0.0633","","","",""
"40041","St Thomas More's Catholic School","Newstead","TAS","7250","Catholic","Primary","61","Not registered","0","0.1207","","","",""
"40042","St Paul's Catholic School","Bridgewater","TAS","7030","Catholic","Primary","10","Not registered","0","0.1494","","","",""
"40043","Circular Head Christian School","Smithton","TAS","7330","Independent","Combined","11","Not registered","0","0.1781","","","",""
"40044","Southern Christian College","Kingston","TAS","7050","Independent","Combined","72","Not registered","0","0.2069","","","",""
"40045","Brooks High School","Rocherlea","TAS","7248","Government","Secondary","8","Not registered","0","0.2356","","","",""
"40046","Flinders Island District High School","Whitemark","TAS","7255","Government","Combined","16","Not registered","0","0.2643","","","",""
"40047","Lilydale District School","Lilydale","TAS","7268","Government","Combined","21","Not registered","0","0.293","","","",""
"40048","Ravenswood Heights Primary School","Ravenswood","TAS","7250","Government","Primary","4","Not registered","0","0.3217","","","",""
"40049","Scottsdale High School","Scottsdale","TAS","7260","Government","Secondary","12","Not registered","0","0.3504","","","",""
"40050","Parklands High School","Romaine","TAS","7320","Government","Secondary","8","Not registered","0","-0.3409","","","",""
"40051","Reece High School","Devonport","TAS","7310","Government","Secondary","16","Not registered","0","-0.3122","","","",""
"40052","Ulverstone Secondary College","Ulverstone","TAS","7315","Government","Secondary","14","Not registered","0","-0.2835","","","",""
"40053","Wynyard High School","Wynyard","TAS","7325","Government","Secondary","16","Not registered","0","-0.2548","","","",""
"40054","Cosgrove High School","Glenorchy","TAS","7010","Government","Secondary","6","Not registered","0","-0.2261","","","",""
"40056","Dover District School","Dover","TAS","7117","Government","Combined","6","Not registered","0","-0.1687","","","",""
"40057","Geeveston Primary School","Geeveston","TAS","7116","Government","Primary","14","Not registered","0","-0.14","","","",""
"40058","Huonville High School","Huonville","TAS","7109","Government","Secondary","11","Not registered","0","-0.1112","","","",""
"40059","Bayview Secondary College","Rokeby","TAS","7019","Government","Secondary","7","Not registered","0","-0.0825","","","",""
"40060","Bothwell District High School","Bothwell","TAS","7030","Government","Combined","9","Not registered","0","-0.0538","","","",""
"40061","Deloraine High School","Deloraine","TAS","7304","Government","Secondary","19","Not registered","0","-0.0251","","","",""
"40062","Glenora District School","Glenora","TAS","7140","Government","Combined","9","Not registered","0","0.0036","","","",""
"40063","New Norfolk High School","New Norfolk","TAS","7140","Government","Secondary","8","Not registered","0","0.0323","","","",""
"40064","Oatlands District High School","Oatlands","TAS","7120","Government","Combined","14","Not registered","0","0.061","","","",""
"40066","Rosebery District School","Rosebery","TAS","7470","Government","Combined","5","Not registered","0","0.1184","","","",""
"40067","St Helens District High School","St Helens","TAS","7216","Government","Combined","28","Not registered","0","0.1471","","","",""
"40068","St Marys District School","St Marys","TAS","7215","Government","Combined","17","Not registered","0","0.1758","","","",""
"40069","Triabunna District School","Triabunna","TAS","7190","Government","Combined","8","Not registered","0","0.2045","","","",""
"40070","Burnie High School","Cooee","TAS","7320","Government","Secondary","25","CRICOS registered","1","0.2332","Location name, state and postcode","03352G","Department for Education, Children and Young People","Burnie High School"
"40071","Campbell Town District High School","Campbell Town","TAS","7210","Government","Combined","13","Not registered","0","0.2619","","","",""
"40072","Cressy District High School","Cressy","TAS","7302","Government","Combined","20","Not registered","0","0.2906","","","",""
"40073","Dunalley Primary School","Dunalley","TAS","7177","Government","Primary","33","Not registered","0","0.3194","","","",""
"40074","Exeter High School","Exeter","TAS","7275","Government","Secondary","21","Not registered","0","0.3481","","","",""
"40075","King Island District High School","Currie","TAS","7256","Government","Combined","25","Not registered","0","-0.3432","","","",""
"40076","Kingston High School","Kingston","TAS","7050","Government","Secondary","47","CRICOS registered","1","-0.3145","Location name, state and postcode","03352G","Department for Education, Children and Young People","Kingston High School"
"40077","Kings Meadows High School","Kings Meadows","TAS","7249","Government","Secondary","30","Not registered","0","-0.2858","","","",""
"40080","Prospect High School","Prospect","TAS","7250","Government","Secondary","28","CRICOS registered","1","-0.1997","Location name, state and postcode","03352G","Department for Education, Children and Young People","Prospect High School"
"40081","Riverside High School","Riverside","TAS","7250","Government","Secondary","51","Not registered","0","-0.171","","","",""
"40082","Smithton High School","Smithton","TAS","7330","Government","Secondary","5","CRICOS registered","1","-0.1423","Location name, state and postcode","03352G","Department for Education, Children and Young People","Smithton High School"
"40083","Sorell School","Sorell","TAS","7172","Government","Combined","16","Not registered","0","-0.1136","","","",""
"40084","Taroona High School","Taroona","TAS","7053","Government","Secondary","89","CRICOS registered","1","-0.0849","Location name, state and postcode","03352G","Department for Education, Children and Young People","Taroona High School"
"40085","Tasman District School","Nubeena","TAS","7184","Government","Combined","18","Not registered","0","-0.0562","","","",""
"40086","Winnaleah District High School","Winnaleah","TAS","7265","Government","Combined","5","Not registered","0","-0.0275","","","",""
"40087","Woodbridge School","Woodbridge","TAS","7162","Government","Combined","52","Not registered","0","0.0012","","","",""
"40088","Yolla District School","Yolla","TAS","7325","Government","Combined","7","Not registered","0","0.03","","","",""
"40090","North West Support School","Acton","TAS","7320","Government","Special","21","Not registered","0","0.0874","","","",""
"40092","Invermay Primary School","Invermay","TAS","7248","Government","Primary","16","Not registered","0","0.1448","","","",""
"40093","Mowbray Heights Primary School","Mowbray","TAS","7248","Government","Primary","17","Not registered","0","0.1735","","","",""
"40096","Rose Bay High School","Rose Bay","TAS","7015","Government","Secondary","39","CRICOS registered","1","0.2596","Location name, state and postcode","03352G","Department for Education, Children and Young People","Rose Bay High School"
"40097","Queechy High School","Norwood","TAS","7250","Government","Secondary","24","CRICOS registered","1","0.2883","Location name, state and postcode","03352G","Department for Education, Children and Young People","Queechy High School"
"40098","Devonport High School","Devonport","TAS","7310","Government","Secondary","21","CRICOS registered","1","0.317","Location name, state and postcode","03352G","Department for Education, Children and Young People","Devonport High School"
"40099","Sacred Heart Catholic School","Launceston","TAS","7250","Catholic","Primary","63","Not registered","0","0.3457","","","",""
"40100","Albuera Street Primary School","Battery Point","TAS","7004","Government","Primary","92","Not registered","0","-0.3456","","","",""
"40101","Campbell Street Primary School","North Hobart","TAS","7000","Government","Primary","77","Not registered","0","-0.3169","","","",""
"40102","Goulburn Street Primary School","West Hobart","TAS","7000","Government","Primary","87","Not registered","0","-0.2882","","","",""
"40103","Lansdowne Crescent Primary School","West Hobart","TAS","7000","Government","Primary","91","Not registered","0","-0.2594","","","",""
"40104","Mount Stuart Primary School","Mount Stuart","TAS","7000","Government","Primary","93","Not registered","0","-0.2307","","","",""
"40105","South Hobart Primary School","South Hobart","TAS","7004","Government","Primary","93","Not registered","0","-0.202","","","",""
"40106","Princes Street Primary School","Sandy Bay","TAS","7005","Government","Primary","95","Not registered","0","-0.1733","","","",""
"40107","Waimea Heights Primary School","Sandy Bay","TAS","7005","Government","Primary","92","Not registered","0","-0.1446","","","",""
"40108","Taroona Primary School","Taroona","TAS","7053","Government","Primary","95","Not registered","0","-0.1159","","","",""
"40109","Mount Nelson Primary School","Mount Nelson","TAS","7007","Government","Primary","86","Not registered","0","-0.0872","","","",""
"40110","Lenah Valley Primary School","Lenah Valley","TAS","7008","Government","Primary","79","Not registered","0","-0.0585","","","",""
"40112","New Town Primary School","New Town","TAS","7008","Government","Primary","71","Not registered","0","-0.0011","","","",""
"40113","Bowen Road Primary School","Moonah","TAS","7009","Government","Primary","34","Not registered","0","0.0276","","","",""
"40114","Goodwood Primary School","Derwent Park","TAS","7009","Government","Primary","6","Not registered","0","0.0563","","","",""
"40115","Moonah Primary School","Derwent Park","TAS","7009","Government","Primary","22","Not registered","0","0.085","","","",""
"40116","Springfield Gardens Primary School","West Moonah","TAS","7009","Government","Primary","15","Not registered","0","0.1137","","","",""
"40119","Rosetta Primary School","Rosetta","TAS","7010","Government","Primary","31","Not registered","0","0.1999","","","",""
"40123","Collinsvale Primary School","Collinsvale","TAS","7012","Government","Primary","27","Not registered","0","0.3147","","","",""
"40125","Lindisfarne North Primary School","Geilston Bay","TAS","7015","Government","Primary","44","Not registered","0","-0.3479","","","",""
"40126","Lindisfarne Primary School","Lindisfarne","TAS","7015","Government","Primary","72","Not registered","0","-0.3192","","","",""
"40127","Risdon Vale Primary School","Risdon Vale","TAS","7016","Government","Primary","7","Not registered","0","-0.2905","","","",""
"40128","Bellerive Primary School","Bellerive","TAS","7018","Government","Primary","72","Not registered","0","-0.2618","","","",""
"40129","Clarence High School","Bellerive","TAS","7018","Government","Secondary","56","CRICOS registered","1","-0.2331","Location name, state and postcode","03352G","Department for Education, Children and Young People","Clarence High School"
"40130","Howrah Primary School","Howrah","TAS","7018","Government","Primary","71","Not registered","0","-0.2044","","","",""
"40131","Montagu Bay Primary School","Montagu Bay","TAS","7018","Government","Primary","79","Not registered","0","-0.1757","","","",""
"40132","Warrane Primary School","Warrane","TAS","7018","Government","Primary","11","Not registered","0","-0.1469","","","",""
"40133","Clarendon Vale Primary School","Clarendon Vale","TAS","7019","Government","Primary","2","Not registered","0","-0.1182","","","",""
"40134","Rokeby Primary School","Rokeby","TAS","7019","Government","Primary","5","Not registered","0","-0.0895","","","",""
"40135","Lauderdale Primary School","Lauderdale","TAS","7021","Government","Primary","63","Not registered","0","-0.0608","","","",""
"40136","South Arm Primary School","South Arm","TAS","7022","Government","Primary","72","Not registered","0","-0.0321","","","",""
"40137","Richmond Primary School","Richmond","TAS","7025","Government","Primary","56","Not registered","0","-0.0034","","","",""
"40138","Campania District School","Campania","TAS","7026","Government","Combined","11","Not registered","0","0.0253","","","",""
"40139","Glen Huon Primary School","Glen Huon","TAS","7109","Government","Primary","47","Not registered","0","0.054","","","",""
"40140","Huonville Primary School","Huonville","TAS","7109","Government","Primary","13","Not registered","0","0.0827","","","",""
"40141","Cygnet Primary School","Cygnet","TAS","7112","Government","Primary","32","Not registered","0","0.1114","","","",""
"40142","Franklin Primary School","Franklin","TAS","7113","Government","Primary","27","Not registered","0","0.1401","","","",""
"40143","Kingston Primary School","Kingston","TAS","7050","Government","Primary","48","Not registered","0","0.1688","","","",""
"40144","Blackmans Bay Primary School","Blackmans Bay","TAS","7052","Government","Primary","62","Not registered","0","0.1975","","","",""
"40145","Margate Primary School","Margate","TAS","7054","Government","Primary","53","Not registered","0","0.2262","","","",""
"40146","Snug Primary School","Snug","TAS","7054","Government","Primary","49","Not registered","0","0.2549","","","",""
"40147","Bruny Island District School","Alonnah","TAS","7150","Government","Primary","43","Not registered","0","0.2837","","","",""
"40148","Cambridge Primary School","Cambridge","TAS","7170","Government","Primary","65","Not registered","0","0.3124","","","",""
"40150","Evandale Primary School","Evandale","TAS","7212","Government","Primary","37","Not registered","0","-0.3502","","","",""
"40153","Bicheno Primary School","Bicheno","TAS","7215","Government","Primary","59","Not registered","0","-0.2641","","","",""
"40154","East Launceston Primary School","East Launceston","TAS","7250","Government","Primary","67","Not registered","0","-0.2354","","","",""
"40155","Glen Dhu Primary School","South Launceston","TAS","7249","Government","Primary","50","Not registered","0","-0.2067","","","",""
"40156","Norwood Primary School","Norwood","TAS","7250","Government","Primary","48","Not registered","0","-0.178","","","",""
"40157","Punchbowl Primary School","Newstead","TAS","7250","Government","Primary","59","Not registered","0","-0.1493","","","",""
"40158","Riverside Primary School","Riverside","TAS","7250","Government","Primary","55","Not registered","0","-0.1206","","","",""
"40159","St Leonards Primary School","St Leonards","TAS","7250","Government","Primary","17","Not registered","0","-0.0919","","","",""
"40160","Summerdale Primary School","Summerhill","TAS","7250","Government","Primary","33","Not registered","0","-0.0632","","","",""
"40161","Trevallyn Primary School","Trevallyn","TAS","7250","Government","Primary","66","Not registered","0","-0.0345","","","",""
"40162","Waverley Primary School","Waverley","TAS","7250","Government","Primary","6","Not registered","0","-0.0057","","","",""
"40163","West Launceston Primary School","West Launceston","TAS","7250","Government","Primary","62","Not registered","0","0.023","","","",""
"40164","Youngtown Primary School","Youngtown","TAS","7249","Government","Primary","28","Not registered","0","0.0517","","","",""
"40165","Port Dalrymple School","George Town","TAS","7253","Government","Combined","5","Not registered","0","0.0804","","","",""
"40166","South George Town Primary School","George Town","TAS","7253","Government","Primary","15","Not registered","0","0.1091","","","",""
"40167","Bridport Primary School","Bridport","TAS","7262","Government","Primary","34","Not registered","0","0.1378","","","",""
"40168","Ringarooma Primary School","Ringarooma","TAS","7263","Government","Primary","8","Not registered","0","0.1665","","","",""
"40169","Scottsdale Primary School","Scottsdale","TAS","7260","Government","Primary","21","Not registered","0","0.1952","","","",""
"40170","Hagley Farm Primary School","Hagley","TAS","7292","Government","Primary","46","Not registered","0","0.2239","","","",""
"40171","Orford Primary School","Orford","TAS","7190","Government","Primary","14","Not registered","0","0.2526","","","",""
"40172","Swansea Primary School","Swansea","TAS","7190","Government","Primary","41","Not registered","0","0.2813","","","",""
"40173","Bracknell Primary School","Bracknell","TAS","7302","Government","Primary","25","Not registered","0","0.31","","","",""
"40174","Perth Primary School","Perth","TAS","7300","Government","Primary","34","Not registered","0","0.3387","","","",""
"40175","Longford Primary School","Longford","TAS","7301","Government","Primary","15","Not registered","0","-0.3526","","","",""
"40176","Westbury Primary School","Westbury","TAS","7303","Government","Primary","31","Not registered","0","-0.3238","","","",""
"40177","Deloraine Primary School","Deloraine","TAS","7304","Government","Primary","23","Not registered","0","-0.2951","","","",""
"40179","Mole Creek Primary School","Mole Creek","TAS","7304","Government","Primary","25","Not registered","0","-0.2377","","","",""
"40180","Latrobe Primary School","Latrobe","TAS","7307","Government","Primary","18","Not registered","0","-0.209","","","",""
"40182","Sheffield School","Sheffield","TAS","7306","Government","Combined","15","Not registered","0","-0.1516","","","",""
"40183","Latrobe High School","Latrobe","TAS","7307","Government","Secondary","27","Not registered","0","-0.1229","","","",""
"40185","Sassafras Primary School","Sassafras","TAS","7307","Government","Primary","7","Not registered","0","-0.0655","","","",""
"40187","Devonport Primary School","Devonport","TAS","7310","Government","Primary","14","Not registered","0","-0.0081","","","",""
"40188","East Devonport Primary School","East Devonport","TAS","7310","Government","Primary","4","Not registered","0","0.0206","","","",""
"40189","Forth Primary School","Forth","TAS","7310","Government","Primary","58","Not registered","0","0.0493","","","",""
"40190","Hillcrest Primary School","Devonport","TAS","7310","Government","Primary","13","Not registered","0","0.078","","","",""
"40191","Miandetta Primary School","Miandetta","TAS","7310","Government","Primary","25","Not registered","0","0.1068","","","",""
"40192","Nixon Street Primary School","Devonport","TAS","7310","Government","Primary","15","Not registered","0","0.1355","","","",""
"40193","Spreyton Primary School","Spreyton","TAS","7310","Government","Primary","23","Not registered","0","0.1642","","","",""
"40194","Wilmot Primary School","Wilmot","TAS","7310","Government","Primary","17","Not registered","0","0.1929","","","",""
"40195","East Ulverstone Primary School","Ulverstone","TAS","7315","Government","Primary","23","Not registered","0","0.2216","","","",""
"40196","Sprent Primary School","Sprent","TAS","7315","Government","Primary","14","Not registered","0","0.2503","","","",""
"40197","Ulverstone Primary School","Ulverstone","TAS","7315","Government","Primary","22","Not registered","0","0.279","","","",""
"40198","West Ulverstone Primary School","West Ulverstone","TAS","7315","Government","Primary","4","Not registered","0","0.3077","","","",""
"40200","Riana Primary School","Riana","TAS","7316","Government","Primary","29","Not registered","0","-0.3549","","","",""
"40203","Burnie Primary School","Park Grove","TAS","7320","Government","Primary","39","Not registered","0","-0.2688","","","",""
"40204","Cooee Primary School","Cooee","TAS","7320","Government","Primary","40","Not registered","0","-0.2401","","","",""
"40205","Montello Primary School","Montello","TAS","7320","Government","Primary","8","Not registered","0","-0.2114","","","",""
"40207","Boat Harbour Primary School","Boat Harbour","TAS","7321","Government","Primary","38","Not registered","0","-0.1539","","","",""
"40208","Havenview Primary School","Havenview","TAS","7320","Government","Primary","6","Not registered","0","-0.1252","","","",""
"40209","Natone Primary School","Natone","TAS","7321","Government","Primary","16","Not registered","0","-0.0965","","","",""
"40210","Ridgley Primary School","Ridgley","TAS","7321","Government","Primary","13","Not registered","0","-0.0678","","","",""
"40211","Table Cape Primary School","Wynyard","TAS","7325","Government","Primary","16","Not registered","0","-0.0391","","","",""
"40212","Edith Creek Primary School","Edith Creek","TAS","7330","Government","Primary","16","Not registered","0","-0.0104","","","",""
"40213","Forest Primary School","Forest","TAS","7330","Government","Primary","11","Not registered","0","0.0183","","","",""
"40214","Redpa Primary School","Redpa","TAS","7330","Government","Primary","39","Not registered","0","0.047","","","",""
"40215","Smithton Primary School","Smithton","TAS","7330","Government","Primary","5","Not registered","0","0.0757","","","",""
"40216","Stanley Primary School","Stanley","TAS","7331","Government","Primary","36","Not registered","0","0.1044","","","",""
"40220","Brighton Primary School","Brighton","TAS","7030","Government","Primary","13","Not registered","0","0.2192","","","",""
"40221","Bagdad Primary School","Bagdad","TAS","7030","Government","Primary","8","Not registered","0","0.248","","","",""
"40222","Kempton Primary School","Kempton","TAS","7030","Government","Primary","19","Not registered","0","0.2767","","","",""
"40223","Fairview Primary School","New Norfolk","TAS","7140","Government","Primary","9","Not registered","0","0.3054","","","",""
"40224","New Norfolk Primary School","New Norfolk","TAS","7140","Government","Primary","10","Not registered","0","0.3341","","","",""
"40225","Molesworth Primary School","Molesworth","TAS","7140","Government","Primary","40","Not registered","0","-0.3572","","","",""
"40226","Westerway Primary School","Westerway","TAS","7140","Government","Primary","9","Not registered","0","-0.3285","","","",""
"40228","Strahan Primary School","Strahan","TAS","7468","Government","Primary","20","Not registered","0","-0.2711","","","",""
"40229","Zeehan Primary School","Zeehan","TAS","7469","Government","Primary","15","Not registered","0","-0.2424","","","",""
"40230","Tarremah Steiner School","Huntingfield","TAS","7055","Independent","Combined","91","Not registered","0","-0.2137","","","",""
"40231","Australian Christian College - Burnie","Somerset","TAS","7322","Independent","Combined","37","Not registered","0","-0.185","","","",""
"40232","MacKillop Catholic College","Mornington","TAS","7018","Catholic","Secondary","67","Not registered","0","-0.1563","","","",""
"40233","Devonport Christian School","Don","TAS","7310","Independent","Primary","51","Not registered","0","-0.1276","","","",""
"40234","St Finn Barr's Catholic Primary School","Invermay","TAS","7248","Catholic","Primary","39","Not registered","0","-0.0989","","","",""
"40235","Giant Steps Tasmania","Deloraine","TAS","7304","Independent","Special","22","Not registered","0","-0.0701","","","",""
"40236","Dominic College","Glenorchy","TAS","7010","Catholic","Combined","55","Not registered","0","-0.0414","","","",""
"40237","Mount Carmel College","Sandy Bay","TAS","7005","Catholic","Combined","78","Not registered","0","-0.0127","","","",""
"40238","Sacred Heart College","New Town","TAS","7008","Catholic","Combined","55","Not registered","0","0.016","","","",""
"40239","Dodges Ferry Primary School","Dodges Ferry","TAS","7173","Government","Primary","38","Not registered","0","0.0447","","","",""
"40240","Exeter Primary School","Exeter","TAS","7275","Government","Primary","34","Not registered","0","0.0734","","","",""
"40241","Illawarra Primary School","Blackmans Bay","TAS","7052","Government","Primary","79","Not registered","0","0.1021","","","",""
"40242","OneSchool Global Tas","Claremont","TAS","7011","Independent","Combined","33","Not registered","0","0.1308","","","",""
"40243","Beaconsfield Primary School","Beaconsfield","TAS","7270","Government","Primary","16","Not registered","0","0.1595","","","",""
"40244","Newstead Christian School","Newstead","TAS","7250","Independent","Combined","78","Not registered","0","0.1882","","","",""
"40245","St Virgil's College","Austins Ferry","TAS","7011","Catholic","Combined","57","Not registered","0","0.2169","","","",""
"40247","Peregrine","Nicholls Rivulet","TAS","7112","Independent","Primary","68","Not registered","0","0.2743","","","",""
"40249","Mountain Heights School","Queenstown","TAS","7467","Government","Combined","9","Not registered","0","0.3317","","","",""
"40250","St Brendan-Shaw College","Devonport","TAS","7310","Catholic","Secondary","53","Not registered","0","-0.3595","","","",""
"40251","St Patrick's College","Prospect Vale","TAS","7250","Catholic","Secondary","56","Not registered","0","-0.3308","","","",""
"40252","Marist Regional College","Burnie","TAS","7320","Catholic","Secondary","50","Not registered","0","-0.3021","","","",""
"40254","Cape Barren Island School","Cape Barren Island","TAS","7257","Government","Combined","1","Not registered","0","-0.2447","","","",""
"40255","Southern Support School","Howrah","TAS","7018","Government","Special","24","Not registered","0","-0.216","","","",""
"40257","Calvin Christian School","Kingston","TAS","7050","Independent","Combined","81","Not registered","0","-0.1586","","","",""
"40259","Sunrise Christian School Fullarton","Fullarton","SA","5063","Independent","Primary","92","Not registered","0","-0.1012","","","",""
"40260","Northern Support School","Ravenswood","TAS","7250","Government","Special","18","Not registered","0","-0.0725","","","",""
"40269","Australian Christian College - Launceston","Newnham","TAS","7248","Independent","Combined","52","Not registered","0","0.1859","","","",""
"40270","Emmanuel Christian School","Rokeby","TAS","7019","Independent","Combined","38","Not registered","0","0.2146","","","",""
"40271","Northern Christian School","Bridgewater","TAS","7030","Independent","Primary","26","Not registered","0","0.2433","","","",""
"40272","Channel Christian School","Margate","TAS","7054","Independent","Primary","82","Not registered","0","0.272","","","",""
"40273","Australian Christian College - Hobart","Geilston Bay","TAS","7015","Independent","Combined","53","Not registered","0","0.3007","","","",""
"40275","Saint Mary MacKillop College Albury","Jindera","NSW","2642","Independent","Combined","77","Not registered","0","0.3581","","","",""
"40276","St Dominic Savio School","Rockdale","NSW","2216","Independent","Primary","70","Not registered","0","-0.3332","","","",""
"40277","Saint Mary MacKillop Colleges Limited","Wagga Wagga","NSW","2650","Independent","Combined","78","Not registered","0","-0.3045","","","",""
"40281","St Philomena School","Park Ridge","QLD","4125","Independent","Combined","79","Not registered","0","-0.1896","","","",""
"40284","Darkan Primary School","Darkan","WA","6392","Government","Primary","30","Not registered","0","-0.1035","","","",""
"40290","Sir David Brand School","Coolbinia","WA","6050","Government","Special","61","Not registered","0","0.0687","","","",""
"40294","Divine Mercy College","Yangebup","WA","6164","Independent","Combined","73","Not registered","0","0.1836","","","",""
"40299","Port Neill Primary School","Port Neill","SA","5604","Government","Primary","72","Not registered","0","0.3271","","","",""
"40309","Thebarton Senior College","Torrensville","SA","5031","Government","Secondary","25","CRICOS registered","1","-0.1058","Location name, state and postcode","00018A","Department for Education","Thebarton Senior College"
"40318","Sunrise Christian School Marion","Marion","SA","5043","Independent","Combined","81","Not registered","0","0.1525","","","",""
"40319","O'Connor Cooperative School","O'Connor","ACT","2602","Government","Primary","94","Not registered","0","0.1812","","","",""
"40320","Erindale College","Wanniassa","ACT","2903","Government","Secondary","65","CRICOS registered","1","0.2099","Location name, state and postcode","00643J","ACT Education Directorate","Erindale College"
"40321","Hawker College","Hawker","ACT","2614","Government","Secondary","76","CRICOS registered","1","0.2386","Location name, state and postcode","00643J","ACT Education Directorate","Hawker College"
"40322","Narrabundah College","Narrabundah","ACT","2604","Government","Secondary","91","CRICOS registered","1","0.2673","Location name, state and postcode","00643J","ACT Education Directorate","Narrabundah College"
"40325","Southern Cross Early Childhood School","Scullin","ACT","2614","Government","Primary","81","CRICOS registered","1","0.3535","Location name, state and postcode","00643J","ACT Education Directorate","Southern Cross Early Childhood School"
"40326","Lyons Early Childhood School","Lyons","ACT","2606","Government","Primary","88","CRICOS registered","1","-0.3378","Location name, state and postcode","00643J","ACT Education Directorate","Lyons Early Childhood School"
